u,g,r,i,z,redshift
17.714760000000002,16.45695,16.005129999999998,15.70413,15.659320000000001,0.05853380000000001
19.286620000000003,18.175320000000003,17.7018,17.332539999999998,17.19746,0.08207060000000001
18.69474,17.5718,17.03454,16.68672,16.48144,0.139731
19.37959,17.95634,17.13896,16.74212,16.40304,0.120019
20.80428,18.86401,17.61907,17.10061,16.74144,0.185667
18.92523,17.81372,17.35894,17.03343,16.84395,0.065082
19.976210000000002,18.00666,17.10647,16.695710000000002,16.3614,0.0646482
20.24158,18.378629999999998,17.36835,16.96518,16.64714,0.141535
21.09806,18.97896,17.74309,17.20917,16.86354,0.181899
17.193189999999998,15.437629999999999,14.5173,14.015270000000001,13.5864,0.0222602
20.96742,18.63466,17.15386,16.61968,16.26919,0.23046
20.37414,18.389029999999998,17.415760000000002,16.94858,16.58782,0.0847487
19.72355,17.74044,16.74578,16.32582,15.94764,0.10129500000000001
20.24977,18.44776,17.38362,16.93957,16.55294,0.143281
18.7174,17.50649,16.81808,16.39609,16.16724,0.146418
19.996489999999998,18.0979,17.12333,16.7068,16.36201,0.08109169999999999
20.596,18.81578,17.82899,17.38926,17.02234,0.0898424
19.15975,17.17778,16.18457,15.752229999999999,15.36156,0.0900561
20.36065,18.412979999999997,17.38953,16.92693,16.561120000000003,0.108224
19.311,17.453960000000002,16.59587,16.18199,15.86297,0.039800699999999994
20.50681,18.57796,17.503770000000003,17.04925,16.68605,0.13734200000000002
19.86324,17.93846,16.89826,16.45749,16.07118,0.13022899999999998
20.0397,17.91713,16.76021,16.29642,15.87911,0.126939
19.33924,18.05826,17.391,17.010479999999998,16.75382,0.0976572
20.083560000000002,18.34731,17.459020000000002,17.03078,16.69288,0.0902971
19.72172,17.48425,16.486079999999998,15.9902,15.5985,0.0877692
18.887829999999997,17.74575,17.21167,16.86832,16.67776,0.09999789999999999
17.50624,16.287670000000002,15.66496,15.29066,15.02326,0.050676599999999995
19.7009,17.60741,16.443839999999998,15.94718,15.535470000000002,0.141778
17.33994,15.84539,15.06267,14.597370000000002,14.259089999999999,0.0505453
19.974870000000003,18.437260000000002,17.67393,17.218239999999998,16.84589,0.0882524
17.81387,15.781479999999998,14.81506,14.34426,13.989529999999998,0.0462534
20.99057,18.87658,17.79719,17.34596,16.94405,0.123374
21.18062,19.02766,17.60484,17.07275,16.73304,0.232981
19.595589999999998,18.24655,17.54399,17.10098,16.88222,0.09411169999999999
20.1415,18.12106,17.11458,16.67884,16.32616,0.09075839999999999
20.86309,18.90095,17.79486,17.28013,16.85335,0.13767000000000001
18.81651,17.60354,16.89419,16.45877,16.24802,0.144255
20.84074,18.8989,17.60523,17.10793,16.80844,0.21803000000000003
20.81246,18.53975,17.55752,17.02594,16.615920000000003,0.0899061
18.9388,17.605179999999997,17.001479999999997,16.69905,16.46865,0.0344495
19.687160000000002,17.90991,17.08151,16.63617,16.32009,0.0906607
16.651670000000003,15.1835,14.45139,14.057889999999999,13.76321,0.0263317
20.91894,18.94128,17.67259,17.139329999999998,16.79123,0.188875
18.3603,17.43982,17.16011,16.94395,16.77985,0.0452756
19.01975,17.21102,16.35928,15.95779,15.641070000000001,0.0373617
19.1401,18.02833,17.47845,17.11518,16.95676,0.11009200000000001
18.57689,16.71944,15.7816,15.37173,15.02675,0.08850670000000001
18.191679999999998,16.85359,16.3586,16.044620000000002,15.836929999999999,0.0464717
18.8448,17.54257,16.83543,16.44465,16.14838,0.0941536
19.58031,17.951620000000002,17.24693,16.82638,16.53214,0.107527
18.97396,17.421670000000002,16.55688,16.0548,15.64984,0.0701426
19.288339999999998,17.77508,17.022479999999998,16.63791,16.34437,0.0562016
21.17635,19.08784,17.7634,17.256729999999997,16.89445,0.20116900000000001
19.56595,18.398529999999997,17.77655,17.42174,17.20969,0.12978699999999999
19.86231,17.90374,16.92962,16.487679999999997,16.12882,0.0846336
19.26397,18.00522,17.003610000000002,16.54748,16.235210000000002,0.195822
19.451729999999998,18.1889,17.73149,17.41368,17.29753,0.09606310000000001
18.7027,17.28516,16.71547,16.40373,16.18563,0.0999088
18.5883,16.8575,16.02838,15.597929999999998,15.28624,0.0667799
19.671020000000002,17.84596,16.98294,16.51979,16.19027,0.0848829
18.85128,17.30655,16.56202,16.18035,16.01066,0.11631099999999998
18.49299,17.42088,17.14834,17.02744,16.87496,0.033264800000000004
19.29131,17.60221,16.676029999999997,16.23615,15.9203,0.0985414
19.72524,18.05979,17.05368,16.608970000000003,16.24931,0.13579000000000002
19.02111,17.8091,17.30946,17.00256,16.824289999999998,0.0766013
18.574089999999998,16.50129,15.555710000000001,15.121929999999999,14.755479999999999,0.08114539999999999
21.23253,18.93215,17.5652,17.042360000000002,16.66151,0.205645
19.715239999999998,18.195710000000002,17.26492,16.81351,16.504939999999998,0.128634
21.3815,18.66657,17.647129999999997,17.10709,16.781760000000002,0.168181
19.62634,17.82045,16.91025,16.49886,16.13661,0.09442669999999999
17.4471,15.450320000000001,14.477879999999999,13.956570000000001,13.533439999999999,0.031989
19.96191,18.48088,17.62167,17.21725,16.85621,0.108606
18.995520000000003,17.29436,16.37624,15.94922,15.57836,0.096371
20.08226,18.34295,17.54513,17.207320000000003,16.98939,0.130962
19.2234,17.94556,17.21643,16.853479999999998,16.55143,0.103474
22.890279999999997,19.40512,17.87235,17.286839999999998,16.87125,0.283966
19.55302,17.82443,16.971870000000003,16.54185,16.21905,0.0658194
20.457720000000002,18.68877,17.79888,17.29104,17.00404,0.117862
20.030620000000003,17.971410000000002,16.9893,16.56525,16.223,0.109497
17.174570000000003,16.0631,15.56255,15.242970000000001,15.0104,0.0464293
17.55986,16.15223,15.457629999999998,15.05611,14.73753,0.0321138
19.87561,17.82864,16.84746,16.42216,16.03929,0.09237739999999998
20.47687,18.22648,17.267,16.82801,16.43616,0.10119700000000001
19.23996,17.430999999999997,16.60098,16.21092,15.890770000000002,0.06003819999999999
19.8836,18.38661,17.48811,17.03949,16.703310000000002,0.177564
20.60249,18.705289999999998,17.4754,16.978820000000002,16.601129999999998,0.17156
20.52147,18.484820000000003,17.42406,17.00345,16.62034,0.14591600000000002
20.89666,18.82328,17.68092,17.21559,16.88237,0.160339
18.4177,17.15458,16.70126,16.399639999999998,16.26804,0.0604485
20.0435,18.34887,17.28329,16.8009,16.41164,0.150366
20.5356,18.75368,17.657510000000002,17.21096,16.85388,0.14202599999999999
20.294810000000002,18.55271,17.65126,17.23334,16.91414,0.0689281
20.46363,18.58165,17.309079999999998,16.72864,16.355320000000003,0.22421799999999997
18.39811,17.09253,16.445829999999997,16.024820000000002,15.81325,0.10658699999999999
19.98339,18.232329999999997,17.45274,17.0566,16.801560000000002,0.098874
19.97462,18.39183,17.42486,16.866239999999998,16.42953,0.053
19.56408,17.96945,17.18357,16.82824,16.50767,0.0707309
20.67503,18.72004,17.63287,17.21136,16.935229999999997,0.205575
17.22091,15.23511,14.333960000000001,13.906120000000001,13.582720000000002,0.0531885
19.25442,18.25078,17.77283,17.4098,17.23292,0.06668450000000001
19.14842,18.07423,17.72314,17.46617,17.30804,0.0633619
18.12179,16.96787,16.5558,16.33231,16.18289,0.029556400000000004
18.68127,17.47565,16.85161,16.46344,16.25037,0.0744511
20.435679999999998,18.652639999999998,17.6619,17.2225,16.83547,0.11012999999999999
19.278589999999998,17.22618,16.255979999999997,15.83925,15.53854,0.109118
19.14092,17.59799,16.77577,16.30919,15.97013,0.09802280000000001
19.79025,17.94118,17.01266,16.5834,16.2274,0.07225430000000001
19.87312,18.26406,17.406679999999998,16.94506,16.70565,0.0863077
20.37291,18.76786,17.69481,17.222620000000003,16.8744,0.18696600000000002
20.80406,19.08644,17.745060000000002,17.19068,16.81355,0.20951199999999998
19.75314,17.787020000000002,16.81765,16.401320000000002,16.066589999999998,0.0980935
16.71797,15.672460000000001,15.10465,14.82882,14.56121,0.0170297
19.70405,18.402829999999998,17.4936,17.06414,16.755570000000002,0.160024
20.09763,18.437620000000003,17.611279999999997,17.19959,16.85184,0.0820679
19.46324,17.509529999999998,16.46302,16.023410000000002,15.61656,0.11306500000000001
19.73668,18.451060000000002,17.63707,17.21025,16.89719,0.14199900000000001
20.310389999999998,18.540770000000002,17.56614,17.14098,16.827360000000002,0.0844828
20.06259,18.206670000000003,17.261879999999998,16.847929999999998,16.53275,0.0827604
20.09402,18.16841,17.07291,16.59883,16.19633,0.10228999999999999
19.594,17.67119,16.63474,16.14989,15.77002,0.09701019999999999
19.36265,17.82287,16.93127,16.44924,16.047420000000002,0.0840381
20.336479999999998,18.6708,17.81341,17.392310000000002,17.09477,0.0706993
20.26012,18.41345,17.42139,16.92274,16.512999999999998,0.0887539
20.29495,18.54735,17.87646,17.41274,17.10784,0.08357039999999999
19.20423,18.07927,17.4127,17.05588,16.85473,0.14266600000000002
18.51326,16.9768,16.23722,15.7946,15.4663,0.0612023
19.30193,18.17772,17.747529999999998,17.453570000000003,17.293879999999998,0.08590369999999999
21.79915,19.3002,17.67514,17.08276,16.75175,0.271496
19.73947,18.08665,17.24277,16.72951,16.42248,0.0822896
20.82742,18.61045,17.38883,16.92526,16.50348,0.167567
20.33586,18.4292,17.29306,16.84572,16.54883,0.172693
21.09769,19.04833,17.6871,17.10395,16.648670000000003,0.181587
17.86603,16.414,15.673820000000001,15.288039999999999,14.98271,0.08136689999999999
20.55401,18.52393,17.57926,17.19764,16.86326,0.181029
16.921429999999997,15.427610000000001,15.00809,14.77785,14.772620000000002,0.017030299999999998
21.42587,19.00163,17.68693,17.195520000000002,16.85761,0.222152
19.29887,17.75865,16.92705,16.483320000000003,16.14082,0.109551
19.93825,17.97673,16.99127,16.546110000000002,16.2003,0.0895072
17.01063,15.615,15.0709,14.769229999999999,14.54785,0.0320195
20.32541,18.71896,17.55603,17.067320000000002,16.73285,0.216944
18.24766,17.01577,16.57943,16.27092,16.15429,0.0661921
19.24305,17.99146,17.453570000000003,17.087970000000002,16.86711,0.08246410000000001
20.92373,18.669539999999998,17.613889999999998,17.13394,16.76557,0.10815599999999999
19.79068,17.53985,16.52608,15.97277,15.562000000000001,0.043256800000000005
20.9533,18.70425,17.33406,16.76163,16.29746,0.182117
21.08783,19.25272,17.79093,17.148329999999998,16.765320000000003,0.233648
20.5449,18.6917,17.74981,17.30922,17.042379999999998,0.0706507
19.84909,18.43218,17.6239,17.187089999999998,16.87097,0.130704
19.67384,18.58332,17.90031,17.42145,17.173389999999998,0.155244
19.47192,18.00931,17.17738,16.77636,16.50402,0.0715837
18.73751,17.748620000000003,17.31696,16.98775,16.87361,0.0682319
19.24539,17.3089,16.30433,15.87914,15.52374,0.0977507
20.70907,19.01158,17.723,17.2042,16.84093,0.189354
18.95993,17.52409,16.93011,16.58867,16.38428,0.0852108
20.75239,18.92896,17.55422,17.05165,16.72937,0.22755999999999998
19.03155,17.47743,16.684,16.24084,15.9221,0.0907949
18.62228,17.34421,16.63831,16.232860000000002,15.931510000000001,0.108293
17.89268,15.88357,14.964429999999998,14.518979999999999,14.185179999999999,0.0655802
19.166710000000002,17.83953,17.08616,16.70094,16.41314,0.112488
16.94766,14.99105,14.1664,13.752139999999999,13.458129999999999,0.021012299999999998
20.46474,18.62937,17.80894,17.33973,17.007929999999998,0.061265999999999994
20.99786,19.1248,17.798920000000003,17.30943,16.9193,0.205477
19.17697,18.0443,17.359360000000002,16.98163,16.78869,0.142984
20.28144,18.53097,17.513289999999998,17.10205,16.74045,0.113593
19.9966,18.33748,17.444470000000003,17.05636,16.76624,0.10571099999999999
18.49987,17.52029,17.18869,16.939329999999998,16.84401,0.0586044
19.47581,17.696579999999997,16.831120000000002,16.41819,16.114729999999998,0.07026
18.76959,17.36739,16.739279999999997,16.414579999999997,16.15211,0.0690721
20.41238,18.9944,17.40888,16.80872,16.466720000000002,0.290731
17.995520000000003,16.467389999999998,15.691870000000002,15.285770000000001,15.02488,0.06741269999999999
19.48912,17.73276,16.83645,16.46874,16.1651,0.129727
20.89511,18.50589,17.40765,16.89745,16.57566,0.142451
17.91007,16.275920000000003,15.550429999999999,15.215670000000001,14.97771,0.0241346
16.90405,15.75363,15.25963,14.94924,14.731729999999999,0.0399541
20.66485,18.38082,17.27916,16.98958,16.53118,0.12933699999999998
20.66866,18.64307,17.58043,17.14992,16.80319,0.153814
19.95202,18.387829999999997,17.36436,16.90466,16.55845,0.11828499999999999
17.82065,16.05432,15.277420000000001,14.8862,14.61784,0.0247866
19.00187,17.7326,17.19596,16.85179,16.67014,0.0685116
22.85308,16.02711,15.442879999999999,15.08787,15.27483,0.00592605
19.93384,18.23575,17.40977,17.02055,16.765620000000002,0.074781
19.92345,17.84974,16.86874,16.43952,16.129089999999998,0.0946122
19.8894,18.22298,17.34812,16.84619,16.46911,0.0679401
20.36851,18.26824,17.193929999999998,16.72005,16.31982,0.131391
18.868879999999997,17.034329999999997,16.16669,15.760720000000001,15.448210000000001,0.0795855
18.88215,16.96782,16.03183,15.60718,15.2582,0.07383350000000001
20.88845,18.793789999999998,17.62495,17.152379999999997,16.7788,0.163217
20.9345,18.694329999999997,17.57297,17.06095,16.657770000000003,0.138345
20.10925,18.5713,17.70109,17.2852,17.026,0.182674
19.8673,18.348110000000002,17.41829,16.95926,16.649520000000003,0.17106300000000002
19.73293,18.37875,17.60693,17.19523,16.93005,0.154573
19.43798,18.26333,17.63514,17.25873,16.96094,0.136797
20.16165,17.65895,16.3747,15.87636,15.49112,0.182108
20.43381,18.52919,17.637179999999997,17.20833,16.87621,0.0827426
19.5835,18.177960000000002,17.51837,17.12538,16.89924,0.0809213
19.555889999999998,17.636229999999998,16.76438,16.371229999999997,16.08557,0.09727369999999999
19.1879,17.00899,15.9239,15.473289999999999,15.08054,0.10876
19.36788,17.54151,16.65409,16.19216,15.82122,0.0489352
20.47512,18.81921,17.51045,16.98845,16.59496,0.25242
19.743129999999997,18.5371,17.77007,17.34071,17.04638,0.16969800000000002
20.10521,18.4976,17.496920000000003,17.05025,16.7436,0.134562
21.17313,19.03987,17.6513,17.09,16.73824,0.226683
19.31385,18.16623,17.78872,17.52267,17.56904,0.0658151
20.31612,18.42091,17.24719,16.70326,16.386879999999998,0.150325
19.36411,17.86075,17.16323,16.7298,16.43028,0.0766628
20.72484,18.77532,17.73248,17.2503,16.93753,0.147284
18.92409,17.06875,16.20449,15.785,15.485320000000002,0.0553742
18.8702,17.49986,16.72673,16.32137,16.05689,0.109295
19.428160000000002,18.31342,17.67469,17.334329999999998,17.131120000000003,0.138168
18.80564,17.424429999999997,16.7747,16.4036,16.165470000000003,0.0746857
19.72326,17.88266,16.90476,16.45727,16.11121,0.0986155
18.955029999999997,17.211129999999997,16.400470000000002,15.946229999999998,15.668479999999999,0.0925041
17.99309,16.023239999999998,15.097760000000001,14.67425,14.36555,0.0819592
19.066779999999998,17.85665,17.23467,16.79761,16.55382,0.0872053
18.67458,17.45045,16.993370000000002,16.780379999999997,16.65256,0.0295603
19.42588,17.97781,17.297,16.89949,16.61262,0.0822373
19.53987,17.91386,16.9421,16.47532,16.11669,0.133432
20.556279999999997,18.48578,17.35814,16.87078,16.44624,0.12614
21.55643,19.34251,17.88544,17.34614,16.97407,0.232181
20.17662,18.57171,17.8032,17.35647,17.07724,0.0650178
20.15263,18.27829,17.11252,16.63145,16.24511,0.127849
18.43111,17.214470000000002,16.69718,16.3632,16.20576,0.0653021
19.85073,18.03011,17.153660000000002,16.69632,16.36748,0.06304610000000001
18.86415,17.06878,16.165370000000003,15.700920000000002,15.347520000000001,0.06362380000000001
19.78799,17.82921,16.770329999999998,16.32706,15.96919,0.12862200000000001
19.726,18.36102,17.80275,17.43158,17.2171,0.0744361
20.32728,18.09737,16.94973,16.4689,16.07536,0.132018
20.18917,18.02709,17.03722,16.54786,16.12964,0.0790839
21.50335,19.25536,17.844079999999998,17.259,16.88189,0.244523
18.995620000000002,17.63423,16.806079999999998,16.35314,16.04429,0.13150499999999998
19.07998,17.824679999999997,17.351689999999998,17.03642,16.81801,0.050608999999999994
19.548370000000002,18.36792,17.70223,17.303079999999998,17.0621,0.10276300000000001
19.49184,17.71885,16.86541,16.45814,16.11966,0.08741139999999999
20.70156,18.8142,17.62991,17.15404,16.84579,0.199129
18.46946,17.29573,16.85304,16.64181,16.48045,0.0109865
21.10335,19.09742,17.80799,17.3296,17.00712,0.185824
19.84467,18.304479999999998,17.65184,17.3954,16.92621,0.0702805
17.32819,15.639510000000001,14.935529999999998,14.5822,14.28871,0.0185157
18.636029999999998,17.08615,16.29296,15.89509,15.62705,0.0786747
20.06774,18.34489,17.35914,16.92168,16.54855,0.132769
19.56045,18.45172,17.7502,17.3664,17.09955,0.10189400000000001
20.79515,18.7857,17.68732,17.21377,16.86651,0.134772
18.67821,17.272579999999998,16.57728,16.18978,15.902120000000002,0.114847
16.55452,14.837829999999999,14.060179999999999,13.66044,13.363439999999999,0.0176519
20.532320000000002,18.15521,16.7207,16.190179999999998,15.83322,0.218452
17.96606,16.88498,16.51243,16.3473,16.21446,0.0223282
20.803720000000002,18.68577,17.40464,16.86072,16.48316,0.195296
20.498720000000002,18.54384,17.47577,17.02597,16.6792,0.12733699999999998
20.3701,18.35764,17.33895,16.908089999999998,16.60231,0.123806
18.60398,17.35596,16.83238,16.4934,16.35846,0.0656598
17.91339,16.952,16.669320000000003,16.436,16.33409,0.0519927
19.03191,17.8042,17.24416,16.92184,16.6947,0.061976699999999996
20.99879,19.096120000000003,17.80723,17.272389999999998,16.91498,0.190141
15.88783,14.4799,13.83495,13.46969,13.25218,0.0330737
20.37527,18.457729999999998,17.363960000000002,16.90277,16.51373,0.143331
20.4768,18.34241,17.080920000000003,16.6054,16.26316,0.19765
20.2635,18.17333,17.0866,16.665029999999998,16.29543,0.14774600000000002
17.25962,16.13192,15.68569,15.372539999999999,15.2289,0.0459694
17.0863,15.94334,15.42586,15.057170000000001,14.83629,0.0554314
19.6889,18.47726,17.81383,17.43414,17.1826,0.176689
20.027279999999998,18.01623,17.00306,16.55986,16.20174,0.13409000000000001
19.37761,18.13498,17.43165,16.94329,16.75505,0.118652
20.42905,18.47381,17.527279999999998,17.142,16.823710000000002,0.115781
19.471,18.12438,17.29784,16.91289,16.65377,0.11648399999999999
18.747429999999998,17.2025,16.3191,15.90055,15.598189999999999,0.119367
19.226470000000003,17.76105,17.16287,16.83391,16.823420000000002,0.0870547
19.18244,17.67426,16.94922,16.51052,16.22251,0.0908075
20.59206,18.75404,17.69881,17.21595,16.892789999999998,0.180376
20.911620000000003,18.84439,17.85175,17.452379999999998,17.09995,0.130247
19.71487,17.929000000000002,17.05266,16.64679,16.34594,0.0807055
20.72624,18.9825,17.55718,17.01988,16.69238,0.23539899999999997
20.06178,18.06211,17.04109,16.59218,16.22893,0.10611400000000001
20.8011,18.883029999999998,17.72044,17.24224,16.84872,0.159699
18.64255,16.92178,16.14377,15.769179999999999,15.491539999999999,0.0664904
19.70097,17.79151,16.864829999999998,16.43029,16.07897,0.100577
20.704,18.787589999999998,17.56778,17.10945,16.7892,0.212979
18.2248,16.25465,15.337010000000001,14.91115,14.59191,0.0673666
19.16441,17.68509,16.81579,16.37872,16.06265,0.132596
19.7841,17.96002,17.06513,16.67294,16.35789,0.08841510000000001
18.5058,17.07317,16.48499,16.0999,15.883370000000001,0.09724479999999999
18.151,16.41416,15.713460000000001,15.384120000000001,15.16055,0.09113860000000001
20.5476,18.815279999999998,17.63343,17.155260000000002,16.802220000000002,0.183293
18.7767,17.56329,16.9307,16.50479,16.2381,0.11408299999999999
20.55943,18.63898,17.54648,17.029420000000002,16.61559,0.14139300000000002
18.6611,17.4521,16.93289,16.65685,16.486620000000002,0.040606800000000005
20.40921,18.63648,17.741310000000002,17.34648,17.01484,0.0984409
20.63727,18.29782,17.13942,16.61798,16.21248,0.09870939999999999
19.02862,17.75412,17.08247,16.70364,16.4566,0.122951
20.00349,18.32594,17.401429999999998,16.98299,16.69545,0.124767
20.13645,18.43668,17.53029,17.11427,16.82174,0.12347000000000001
17.7814,16.57282,15.973320000000001,15.6995,15.439020000000001,0.022221599999999998
19.48216,18.08376,17.293110000000002,16.8721,16.52244,0.129831
19.7279,18.50277,17.771279999999997,17.35206,17.12422,0.17918299999999998
20.75422,18.81605,17.72575,17.305670000000003,16.98248,0.174496
20.97397,19.02048,17.90032,17.460279999999997,17.165570000000002,0.177824
19.55065,17.65656,16.75143,16.49475,16.02176,0.0793788
20.77836,18.71614,17.720679999999998,17.32989,17.02303,0.129902
19.497889999999998,18.10902,17.38557,17.01495,16.714679999999998,0.0715302
17.787979999999997,15.93045,15.055060000000001,14.63316,14.293610000000001,0.0674477
18.57631,16.785629999999998,15.9876,15.593179999999998,15.25973,0.028630700000000002
20.36316,18.49655,17.447210000000002,16.96355,16.55786,0.117874
19.866,18.599320000000002,17.8429,17.447779999999998,17.231920000000002,0.164367
19.88244,18.016,17.06942,16.6791,16.31989,0.125031
21.2045,18.9516,17.71751,17.24185,16.8706,0.186364
19.06325,17.87162,17.3013,16.93046,16.73174,0.0718666
19.51132,17.52669,16.555970000000002,16.10439,15.74355,0.08898400000000001
21.152620000000002,19.00014,17.73125,17.15099,16.692120000000003,0.179552
19.14613,17.39469,16.54495,16.155089999999998,15.86635,0.0641768
21.05692,19.005860000000002,17.7546,17.2803,17.00054,0.20653400000000002
19.37523,18.23796,17.764020000000002,17.4542,17.21412,0.061392499999999996
19.98355,18.4,17.46997,17.05825,16.74298,0.13683299999999998
19.60697,18.063470000000002,17.448929999999997,17.145529999999997,16.95291,0.0351977
20.57611,18.44795,17.15651,16.674329999999998,16.28527,0.177344
20.06665,18.18235,17.10504,16.64526,16.28487,0.130388
20.53119,18.81339,17.58863,17.09423,16.7154,0.21048699999999998
19.98507,18.007279999999998,16.902929999999998,16.434479999999997,16.070710000000002,0.137429
19.08471,17.04409,16.011210000000002,15.53798,15.1844,0.0886648
19.84093,18.147070000000003,17.12779,16.6429,16.37248,0.152371
19.75048,18.04635,17.25769,16.9009,16.5784,0.0519927
19.100579999999997,17.80783,17.26062,16.92899,16.74251,0.0676573
19.234270000000002,17.92551,17.339370000000002,16.985770000000002,16.770220000000002,0.08981549999999999
19.589570000000002,17.717010000000002,16.7507,16.31711,15.98153,0.101793
19.270410000000002,17.970010000000002,17.417939999999998,17.07055,16.906760000000002,0.0951531
20.52305,18.71717,17.69298,17.23121,16.88455,0.140561
18.53227,17.1686,16.52205,16.10139,15.86788,0.112599
19.71111,17.957320000000003,17.02225,16.65607,16.31831,0.0960124
20.20683,18.57797,17.64761,17.24376,16.95277,0.136969
